Date,State,LGA,Latitude,Longitude,Victims,Incident_Type,Time_of_Day,Severity,Cluster_Label
2020-07-04,Zamfara,Zurmi,12.552795972934437,6.817539294279471,30,School,Evening,Medium,1
2023-03-19,Kaduna,Chikun,10.507168490865372,7.4116087137933615,62,School,Evening,High,1
2021-06-29,Zamfara,Tsafe,11.916484752271948,6.894667839018424,62,School,Afternoon,High,1
2018-04-02,Niger,Rafi,10.24923146289748,6.228967733861732,27,School,Evening,Medium,1
2019-08-07,Katsina,Kankara,11.884650638729756,7.369132292243859,51,Village,Afternoon,High,1
2021-02-16,Oyo,Ibadan North,7.400746941504737,3.828884253340213,59,Village,Night,High,0
2018-03-30,Zamfara,Tsafe,11.97287751953614,6.916277704211692,52,School,Evening,High,1
2025-11-25,Katsina,Kankara,11.970893675610828,7.357269776526659,52,Church,Night,High,1
2025-11-03,Kaduna,Chikun,10.466373408278216,7.380370691029841,3,Church,Night,Low,1
2021-06-30,Kaduna,Igabi,10.79301151049705,7.753162105624264,59,Church,Afternoon,High,1
2026-02-17,Niger,Shiroro,9.975995633232376,6.817930993417789,54,Village,Afternoon,High,1
2025-07-19,Niger,Rafi,10.29126453961933,6.228925088983006,1,Church,Morning,Low,1
2019-10-02,Niger,Shiroro,10.078251738196274,6.733004439069838,44,Village,Afternoon,Medium,1
2025-12-17,Oyo,Ibadan North,7.37928377583719,3.895540289476788,68,Church,Evening,High,0
2024-01-31,Oyo,Ibadan North,7.349908607832515,3.999200785946634,17,Road,Morning,Medium,0
2020-04-23,Zamfara,Tsafe,12.020902521887828,6.900527098784826,70,Church,Morning,High,1
2019-10-15,Kaduna,Igabi,10.765328375889831,7.676158130417098,16,School,Evening,Medium,1
2019-12-30,Zamfara,Tsafe,11.999483640237534,6.941574473163152,70,School,Night,High,1
2024-02-08,Katsina,Jibia,13.115906413991237,7.182426412467598,59,Village,Morning,High,1
2020-12-26,Zamfara,Tsafe,11.92398510035706,6.906503311546215,19,School,Afternoon,Medium,1
2020-01-30,Kaduna,Igabi,10.81140064204947,7.50651505674662,33,Church,Morning,Medium,1
2020-02-22,Zamfara,Tsafe,12.018460382347632,6.963665848454471,1,Village,Evening,Low,1
2022-12-07,Oyo,Ibadan North,7.430675860868483,3.8684567841783024,50,Road,Night,Medium,0
2023-02-27,Niger,Rafi,10.32314122998666,6.275079818267309,60,Road,Night,High,1
2020-07-25,Katsina,Kankara,11.85799792761581,7.469536362805682,32,Village,Morning,Medium,1
2022-01-21,Kaduna,Chikun,10.546097078280845,7.444849233661659,19,Church,Afternoon,Medium,1
2020-06-08,Zamfara,Tsafe,12.006033335785654,6.908663877222532,24,Church,Afternoon,Medium,1
2025-10-17,Kaduna,Igabi,10.832699889324743,7.719429692866273,75,School,Afternoon,High,1
2019-01-22,Kaduna,Igabi,10.883288725557238,7.653691646045589,25,Road,Evening,Medium,1
2018-09-03,Zamfara,Zurmi,12.606725053244002,6.732275136901929,61,Road,Morning,High,1
2020-06-20,Kaduna,Chikun,10.45349629672426,7.4287356187214435,33,Church,Night,Medium,1
2024-09-08,Oyo,Ibadan North,7.4112243122028225,3.9770267792481007,8,Road,Night,Low,0
2021-02-09,Katsina,Kankara,11.961712014813214,7.563054760718913,33,Road,Morning,Medium,1
2019-08-16,Niger,Shiroro,10.023933677409545,6.818020274590309,22,Village,Night,Medium,1
2025-08-05,Niger,Rafi,10.223181189500773,6.207632123594368,27,Village,Night,Medium,1
2021-07-19,Kaduna,Chikun,10.562506029106192,7.449716997573241,28,Road,Afternoon,Medium,1
2019-12-23,Niger,Shiroro,9.926455375096944,6.854123620762159,147,Church,Night,High,1
2019-02-01,Kaduna,Igabi,10.783793380555917,7.667017040897387,30,School,Evening,Medium,1
2021-08-10,Zamfara,Tsafe,11.976819938189314,6.922531490545758,53,Village,Afternoon,High,1
2024-09-20,Zamfara,Tsafe,11.91252404774106,6.890155133421862,63,School,Evening,High,1
2021-02-27,Kaduna,Chikun,10.473697669039426,7.404351734118219,33,School,Evening,Medium,1
2021-01-22,Katsina,Kankara,11.984816489477057,7.393229448796458,25,Church,Afternoon,Medium,1
2019-08-05,Kaduna,Igabi,10.745807128189943,7.637686255297276,67,Village,Afternoon,High,1
2025-12-23,Kaduna,Igabi,10.73261400135875,7.69948014140733,32,Village,Morning,Medium,1
2024-02-20,Zamfara,Tsafe,11.908725006513992,6.860848019433248,27,Village,Afternoon,Medium,1
2020-11-23,Katsina,Kankara,11.95093197345863,7.373591037531834,33,Road,Afternoon,Medium,1
2025-09-07,Zamfara,Zurmi,12.615256097997827,6.749804781375774,39,Village,Morning,Medium,1
2018-12-19,Niger,Rafi,10.345752384315302,6.442636574532736,50,Road,Evening,Medium,1
2026-01-29,Kaduna,Chikun,10.492202755111268,7.423613258576806,45,Village,Evening,Medium,1
2024-11-08,Kaduna,Chikun,10.48135873927312,7.418159069662999,15,School,Night,Medium,1
2024-03-03,Niger,Shiroro,9.97801819289802,6.803266862907497,63,Road,Afternoon,High,1
2022-09-18,Katsina,Kankara,11.909361919340494,7.439782182590216,63,Church,Morning,High,1
2026-01-01,Katsina,Jibia,13.056403406710528,7.284447529848369,42,Church,Evening,Medium,1
2025-05-25,Kaduna,Igabi,10.83831960009862,7.604452776635652,60,Church,Night,High,1
2024-04-09,Katsina,Jibia,13.107478817253131,7.166456409656198,60,School,Morning,High,1
2024-03-20,Zamfara,Zurmi,12.572278591995191,6.747419982619709,105,School,Evening,High,1
2023-03-31,Kaduna,Chikun,10.481724531709633,7.451115688083203,47,Road,Evening,Medium,1
2026-03-01,Niger,Shiroro,9.980757163912994,6.852103700843337,16,Road,Morning,Medium,1
2019-09-18,Kaduna,Chikun,10.514640276241945,7.405689135712343,30,Village,Morning,Medium,1
2026-03-04,Kaduna,Igabi,10.750373963078363,7.624263177926655,19,Village,Morning,Medium,1
2024-05-15,Zamfara,Tsafe,11.985249363949023,6.963287759708506,62,School,Afternoon,High,1
2022-12-26,Oyo,Ibadan North,7.373287645442481,3.914107654674471,1,School,Afternoon,Low,0
2025-01-18,Zamfara,Tsafe,11.944032246109265,6.9097691747261205,34,Road,Evening,Medium,1
2021-03-17,Niger,Rafi,10.426107809850633,6.301623263027557,1,Road,Morning,Low,1
2021-01-29,Kaduna,Igabi,10.753462929838516,7.566004013336843,67,Church,Evening,High,1
2025-09-07,Kaduna,Igabi,10.755999783294104,7.6168297077566365,57,Village,Evening,High,1
2018-12-05,Kaduna,Chikun,10.508130401939669,7.523600284023615,47,Village,Night,Medium,1
2021-07-20,Katsina,Kankara,11.902537354631784,7.4648398127220705,48,School,Evening,Medium,1
2024-06-08,Zamfara,Zurmi,12.55378022762163,6.806230450031526,23,Road,Morning,Medium,1
2021-06-25,Kaduna,Igabi,10.792925445115342,7.747399846422516,10,Road,Morning,Low,1
2022-02-17,Oyo,Ibadan North,7.486677131471499,3.950693741862541,1,Church,Morning,Low,0
2019-03-06,Zamfara,Zurmi,12.579952984778672,6.74998915614206,16,Village,Night,Medium,1
2022-08-31,Katsina,Jibia,13.085675867262562,7.263106533726053,32,Church,Afternoon,Medium,1
2023-09-23,Katsina,Jibia,13.028279882175717,7.240214147100067,50,Church,Morning,Medium,1
2019-04-27,Zamfara,Zurmi,12.6043424256383,6.783548620781987,61,School,Morning,High,1
2019-05-14,Oyo,Ibadan North,7.415071337851304,3.983031928941071,67,School,Night,High,0
2023-04-02,Niger,Shiroro,9.994049593386752,6.79886502400897,43,Village,Morning,Medium,1
2020-12-29,Oyo,Ibadan North,7.46774613383183,3.8809399832381226,8,Church,Night,Low,0
2022-02-04,Niger,Rafi,10.318578927120049,6.164178777702801,34,Village,Evening,Medium,1
2022-04-27,Katsina,Kankara,11.977600554692334,7.482627512373119,58,Village,Morning,High,1
2021-06-12,Kaduna,Igabi,10.785496068340988,7.604705997338285,29,School,Evening,Medium,1
2019-07-18,Oyo,Ibadan North,7.417586850523254,3.894493602103626,36,Village,Evening,Medium,0
2024-05-30,Oyo,Ibadan North,7.470541015469625,3.956398021351324,64,Road,Afternoon,High,0
2020-05-05,Zamfara,Zurmi,12.633883244789422,6.750421430558209,36,Village,Evening,Medium,1
2022-04-15,Oyo,Ibadan North,7.399024625274977,3.983552076205876,24,Road,Morning,Medium,0
2019-04-25,Zamfara,Tsafe,12.037642988791967,6.898024106226286,12,Village,Afternoon,Medium,1
2025-10-27,Katsina,Kankara,11.93060732545366,7.456546704198704,30,Church,Morning,Medium,1
2026-03-09,Oyo,Ibadan North,7.378038760106512,3.972698735553393,13,School,Afternoon,Medium,0
2024-01-09,Kaduna,Chikun,10.539602094486629,7.423773737620316,12,Church,Night,Medium,1
2025-03-01,Oyo,Ibadan North,7.485615881991998,3.983261354127346,52,Road,Afternoon,High,0
2022-02-23,Kaduna,Igabi,10.739699130925016,7.569290569360613,69,Village,Night,High,1
2023-07-28,Katsina,Jibia,13.111205990852609,7.261417275463215,53,Road,Evening,High,1
2020-10-27,Oyo,Ibadan North,7.355042671095404,3.92955914768771,53,Road,Night,High,0
2022-05-31,Katsina,Kankara,11.946225915818728,7.493764662483411,5,Road,Night,Low,1
2023-04-12,Katsina,Jibia,13.11069206707377,7.297894039405,75,Church,Evening,High,1
2021-08-22,Zamfara,Zurmi,12.498026920168314,6.760825623690262,7,Road,Afternoon,Low,1
2023-06-16,Oyo,Ibadan North,7.4179554601307265,3.973627079571524,9,School,Afternoon,Low,0
2021-08-29,Zamfara,Tsafe,11.880917303719274,6.923950450712203,5,School,Night,Low,1
2021-02-05,Kaduna,Chikun,10.447595782925134,7.359626811281172,8,Church,Afternoon,Low,1
2019-04-16,Katsina,Jibia,13.04678862783478,7.298005568312409,17,Church,Evening,Medium,1
2018-04-12,Niger,Rafi,10.20302017181783,6.2324231600689775,31,Road,Morning,Medium,1
2024-01-02,Zamfara,Zurmi,12.53041400106722,6.721401157277478,190,School,Night,High,1
2018-04-05,Zamfara,Tsafe,11.931289927559616,6.845401283727058,67,Road,Night,High,1
2026-03-07,Kaduna,Igabi,10.832597223378231,7.66841697271525,58,School,Evening,High,1
2021-07-31,Kaduna,Igabi,10.815967325712055,7.706636945650128,39,School,Night,Medium,1
2018-06-06,Oyo,Ibadan North,7.362537090922946,3.8070403318960726,62,Village,Evening,High,0
2018-04-13,Niger,Rafi,10.30283993816844,6.272883822721442,25,Village,Morning,Medium,1
2020-01-21,Kaduna,Chikun,10.425162638990852,7.459954666291456,6,Church,Afternoon,Low,1
2023-09-10,Zamfara,Tsafe,11.951596460539724,6.934258766232483,75,Church,Morning,High,1
2023-07-02,Kaduna,Chikun,10.521225508712948,7.454899914562272,19,Village,Afternoon,Medium,1
2021-12-03,Kaduna,Chikun,10.49840288991958,7.522998350324346,49,Church,Night,Medium,1
2021-01-17,Zamfara,Tsafe,12.003616031836035,6.929167100286918,54,School,Evening,High,1
2020-08-11,Zamfara,Zurmi,12.562835837064146,6.749969765937521,57,Road,Evening,High,1
2025-11-23,Niger,Shiroro,9.907357527046385,6.869200320545708,24,Village,Evening,Medium,1
2019-02-15,Zamfara,Zurmi,12.46380521378451,6.753712248915962,36,Church,Night,Medium,1
2020-01-24,Kaduna,Igabi,10.750088239098424,7.563107758809581,50,Church,Evening,Medium,1
2024-03-04,Kaduna,Igabi,10.765255328621736,7.62752602236084,64,Road,Afternoon,High,1
2019-09-18,Katsina,Jibia,13.127521191909302,7.201154817216881,73,Road,Afternoon,High,1
2024-02-26,Katsina,Jibia,13.073860562542125,7.262444662062678,29,Road,Night,Medium,1
2020-09-12,Kaduna,Chikun,10.453988339648967,7.521572938292717,69,Village,Evening,High,1
2020-09-19,Zamfara,Tsafe,11.96710250459588,6.971857923247232,56,Church,Night,High,1
2019-11-26,Katsina,Kankara,11.926319444210405,7.395888940550639,5,School,Night,Low,1
2024-06-23,Oyo,Ibadan North,7.407030762564418,3.9293111022366407,65,Church,Evening,High,0
2019-04-26,Oyo,Ibadan North,7.304343273545456,3.997693618708271,11,Road,Afternoon,Medium,0
2022-05-30,Kaduna,Chikun,10.53378175789437,7.443936151748533,59,Road,Afternoon,High,1
2018-04-27,Zamfara,Tsafe,11.977122845900375,7.015576480325471,1,Church,Morning,Low,1
2020-02-10,Niger,Rafi,10.320262184985909,6.252349029688237,5,Road,Afternoon,Low,1
2020-08-22,Kaduna,Igabi,10.774348814589176,7.550043826373126,53,Road,Morning,High,1
2025-01-25,Kaduna,Igabi,10.796014781585594,7.655721941702938,1,School,Evening,Low,1
2023-07-11,Katsina,Kankara,11.946797437142708,7.434720464362492,62,Village,Night,High,1
2021-11-06,Kaduna,Chikun,10.478605346054216,7.414806778228454,34,Church,Night,Medium,1
2020-05-29,Katsina,Kankara,11.756091539318172,7.396586846902524,26,School,Night,Medium,1
2020-06-23,Zamfara,Zurmi,12.628964859203192,6.783375924070506,3,School,Night,Low,1
2020-11-26,Katsina,Jibia,13.100685639997604,7.297104425215296,54,Church,Evening,High,1
2020-01-19,Kaduna,Igabi,10.859839678938512,7.610504480449511,47,Village,Afternoon,Medium,1
2024-01-06,Kaduna,Igabi,10.741753826970994,7.6643025729999215,14,Village,Evening,Medium,1
2023-07-04,Zamfara,Tsafe,11.970155677397326,6.92247863646497,38,Road,Evening,Medium,1
2018-09-22,Zamfara,Tsafe,11.873456344811723,6.99221693959909,50,Church,Night,Medium,1
2019-07-30,Kaduna,Chikun,10.506529658277772,7.465877112789798,51,Church,Evening,High,1
2025-02-18,Katsina,Kankara,11.97330352580214,7.404821195004919,38,School,Morning,Medium,1
2019-10-24,Katsina,Kankara,11.979077368836505,7.4265350278531965,30,Village,Evening,Medium,1
2021-11-16,Katsina,Jibia,13.070266486906126,7.300983648877188,5,School,Afternoon,Low,1
2020-01-08,Kaduna,Igabi,10.704830878032242,7.627222615055169,17,Church,Night,Medium,1
2025-05-14,Katsina,Kankara,11.929690043016306,7.430155966354279,69,Village,Morning,High,1
2018-01-10,Katsina,Jibia,13.098779403399584,7.161420531013844,77,Church,Morning,High,1
2020-05-23,Kaduna,Chikun,10.538329912304842,7.383006010683632,75,Church,Afternoon,High,1
2024-12-30,Katsina,Jibia,13.11736840158059,7.215465384598448,4,Church,Night,Low,1
2024-01-24,Katsina,Kankara,11.953388977310386,7.41075321907895,67,Church,Afternoon,High,1
2024-10-25,Zamfara,Zurmi,12.543487119081378,6.740356358386883,61,Church,Afternoon,High,1
2021-04-10,Niger,Shiroro,9.982542128456808,6.805567995730596,61,Road,Night,High,1
2020-10-09,Katsina,Kankara,11.858295556538373,7.400423358804335,5,Village,Evening,Low,1
2021-12-16,Kaduna,Igabi,10.771266933582192,7.589066150734071,34,Village,Afternoon,Medium,1
2023-05-08,Katsina,Jibia,13.045013724600372,7.240698995536712,27,Church,Afternoon,Medium,1
2023-11-13,Kaduna,Chikun,10.528906421288053,7.431781772992522,63,Church,Morning,High,1
2024-04-27,Katsina,Jibia,13.066247415142415,7.114903941763221,47,Church,Morning,Medium,1
2022-07-12,Niger,Shiroro,9.948673790865572,6.720393497187901,28,Church,Morning,Medium,1
2018-03-08,Zamfara,Zurmi,12.598827848152787,6.795562507727177,26,Church,Morning,Medium,1
2018-11-03,Kaduna,Chikun,10.59618937050969,7.307162647156826,18,Church,Morning,Medium,1
2019-01-07,Niger,Rafi,10.334683301180474,6.225561508827224,15,School,Night,Medium,1
2021-03-30,Kaduna,Igabi,10.757671355787872,7.57592259981928,28,Church,Evening,Medium,1
2018-07-17,Zamfara,Tsafe,11.924872444143992,6.860336994218079,44,Church,Afternoon,Medium,1
2023-07-24,Kaduna,Chikun,10.57276654982732,7.462681713066765,25,Church,Afternoon,Medium,1
2022-03-07,Katsina,Jibia,13.083868415382382,7.186935789933587,18,Church,Night,Medium,1
2018-12-11,Kaduna,Igabi,10.894223861527076,7.699545174809264,34,Road,Night,Medium,1
2019-09-11,Zamfara,Tsafe,11.916219087330765,6.850860013451783,42,School,Evening,Medium,1
2021-09-01,Zamfara,Zurmi,12.499239874024124,6.8097700567855215,26,School,Night,Medium,1
2023-02-16,Niger,Shiroro,9.981384546580813,6.836368273926858,59,Road,Morning,High,1
2020-01-18,Niger,Rafi,10.309688052052207,6.136102479109472,33,School,Evening,Medium,1
2019-08-13,Kaduna,Igabi,10.798698316458475,7.675393597362121,75,School,Night,High,1
2023-01-11,Kaduna,Chikun,10.531866219237989,7.443678870156931,75,Road,Evening,High,1
2020-01-04,Niger,Rafi,10.348317006525953,6.291590908805263,51,Church,Morning,High,1
2025-08-30,Zamfara,Tsafe,11.876529735943931,6.947168009618997,75,School,Morning,High,1
2019-10-17,Katsina,Kankara,11.884515352492578,7.441931182491882,44,Road,Evening,Medium,1
2018-06-05,Zamfara,Zurmi,12.54706903615285,6.764664180033909,20,Village,Morning,Medium,1
2024-11-15,Niger,Shiroro,10.011929622938869,6.746923996886552,14,Road,Evening,Medium,1
2024-12-17,Kaduna,Igabi,10.780101851564933,7.653841404716205,11,Road,Evening,Medium,1
2022-08-11,Oyo,Ibadan North,7.382572429749647,3.909626993118237,3,School,Afternoon,Low,0
2018-09-17,Katsina,Jibia,13.179850407842148,7.329199606384247,10,School,Evening,Low,1
2022-04-20,Katsina,Kankara,11.980314640460724,7.381155406523843,2,Road,Morning,Low,1
2025-08-11,Kaduna,Igabi,10.786416298172128,7.578809074025547,65,Road,Night,High,1
2024-05-19,Kaduna,Chikun,10.431487840582903,7.378368546548285,38,Road,Evening,Medium,1
2020-07-23,Oyo,Ibadan North,7.408557293668565,3.899800740664209,168,Church,Evening,High,0
2025-10-21,Kaduna,Igabi,10.764579702255311,7.567907974164723,9,Road,Evening,Low,1
2025-09-19,Katsina,Jibia,13.104402203968938,7.30900670475376,1,Village,Morning,Low,1
2022-05-28,Kaduna,Igabi,10.81896517184361,7.654864588891539,64,Road,Afternoon,High,1
2021-06-26,Kaduna,Igabi,10.815806236428884,7.653774682072458,14,Church,Morning,Medium,1
2018-10-16,Kaduna,Chikun,10.547174157648188,7.481746046354029,37,Church,Night,Medium,1
2021-02-23,Niger,Shiroro,9.966297782138447,6.860405694560916,26,Road,Night,Medium,1
2023-10-15,Zamfara,Zurmi,12.630060696108195,6.759596231348922,42,School,Afternoon,Medium,1
2019-10-22,Zamfara,Zurmi,12.597626657617372,6.794777522548958,39,School,Evening,Medium,1
2022-05-26,Kaduna,Igabi,10.673682414325013,7.705540160905726,38,Church,Evening,Medium,1
2019-12-24,Katsina,Jibia,13.019474942046532,7.1493294672224605,25,Road,Night,Medium,1
2019-02-04,Kaduna,Igabi,10.83462054099076,7.63478102229447,66,Road,Afternoon,High,1
2026-02-22,Kaduna,Igabi,10.67554693715335,7.701624095872625,51,School,Evening,High,1
2018-12-13,Zamfara,Tsafe,11.886070687711008,6.977187702160347,67,Road,Morning,High,1
2021-11-17,Katsina,Kankara,12.015291242966883,7.408383487453745,64,Village,Afternoon,High,1
2019-11-05,Kaduna,Igabi,10.765630248803944,7.650191027933965,27,Church,Night,Medium,1
2020-11-22,Katsina,Jibia,13.15548856562298,7.250101724002347,27,Church,Morning,Medium,1
2025-10-26,Zamfara,Zurmi,12.621876997212896,6.754499180057263,74,Church,Morning,High,1
2025-03-24,Kaduna,Igabi,10.751028690206123,7.520174269958399,31,Road,Evening,Medium,1
2024-12-18,Zamfara,Zurmi,12.63434874819248,6.757768122087718,52,Church,Afternoon,High,1
2020-08-15,Katsina,Jibia,12.951353437930782,7.210723088001605,5,Road,Evening,Low,1
2020-12-21,Niger,Rafi,10.363480296005283,6.317781892940247,45,Village,Night,Medium,1
2026-01-25,Katsina,Kankara,11.848389096028574,7.42404821604591,36,Village,Afternoon,Medium,1
2025-03-10,Katsina,Kankara,11.871110722925382,7.375986920640305,69,School,Afternoon,High,1
2020-05-20,Niger,Rafi,10.352718282817705,6.247220766454477,23,School,Afternoon,Medium,1
2022-11-20,Katsina,Kankara,11.91655829116024,7.388006785619229,12,Church,Evening,Medium,1
2019-12-04,Kaduna,Igabi,10.746223748659403,7.640230510476245,60,Road,Evening,High,1
2025-01-14,Kaduna,Chikun,10.580248532365037,7.463621250944755,68,Road,Afternoon,High,1
2026-01-04,Zamfara,Tsafe,11.892927742110016,7.014341405606212,31,School,Evening,Medium,1
2018-09-16,Kaduna,Igabi,10.758629055781125,7.605230537853438,29,School,Morning,Medium,1
2026-02-14,Kaduna,Chikun,10.496328690364974,7.477594150901427,281,Road,Morning,High,1
2025-10-23,Niger,Shiroro,10.106934555086877,6.856197633355389,54,Church,Afternoon,High,1
2018-11-20,Oyo,Ibadan North,7.45985822137744,3.895480035784913,21,Village,Morning,Medium,0
2020-07-12,Katsina,Jibia,13.029394781236991,7.147257166406712,74,Church,Morning,High,1
2025-03-21,Katsina,Kankara,11.852212501206418,7.270768217760895,25,School,Evening,Medium,1
2019-11-08,Kaduna,Igabi,10.767826005375737,7.634132797972251,17,Church,Night,Medium,1
2024-12-23,Zamfara,Tsafe,11.983584405259894,6.843511784841359,51,Church,Afternoon,High,1
2019-03-19,Katsina,Jibia,13.120221955505544,7.222139305331778,52,Village,Night,High,1
2021-06-30,Katsina,Jibia,13.044084829191462,7.275294380574525,49,Village,Morning,Medium,1
2024-03-05,Zamfara,Tsafe,11.963920446125304,6.845764921424147,255,Road,Afternoon,High,1
2021-09-29,Kaduna,Igabi,10.84536619481218,7.638797832861062,49,School,Afternoon,Medium,1
2022-05-05,Zamfara,Tsafe,11.96003495587786,6.927912799047668,63,School,Night,High,1
2019-05-24,Oyo,Ibadan North,7.346456767617683,3.849401941017496,1,Road,Morning,Low,0
2023-07-23,Oyo,Ibadan North,7.399904238038393,3.922781979403803,51,Village,Afternoon,High,0
2021-08-23,Katsina,Jibia,13.192824200771376,7.201320742082996,32,Village,Evening,Medium,1
2023-01-04,Zamfara,Tsafe,11.97515528330503,6.978325041496255,30,School,Afternoon,Medium,1
2022-10-24,Katsina,Kankara,11.917251139128958,7.485199649429134,1,Village,Night,Low,1
2023-09-02,Oyo,Ibadan North,7.286081167254053,3.8679679961156217,345,School,Evening,High,0
2022-09-04,Katsina,Jibia,13.062173395502796,7.241914813106073,38,Church,Evening,Medium,1
2018-12-19,Kaduna,Igabi,10.719624415264107,7.591109165620456,8,School,Evening,Low,1
2019-10-15,Katsina,Jibia,13.06190545143835,7.22652050885435,34,Church,Night,Medium,1
2023-12-13,Zamfara,Zurmi,12.616783919657374,6.843577754749708,32,Church,Evening,Medium,1
2021-07-20,Katsina,Jibia,12.998873818490113,7.247049417613857,65,School,Afternoon,High,1
2020-12-13,Zamfara,Zurmi,12.69856861798444,6.787450268345016,59,Church,Afternoon,High,1
2025-01-27,Kaduna,Igabi,10.797160772624876,7.678914649105812,67,Village,Evening,High,1
2020-02-21,Zamfara,Tsafe,11.947983730092094,6.9012589596225205,8,Road,Night,Low,1
2023-10-25,Kaduna,Chikun,10.531732600257754,7.442637775376894,131,Road,Afternoon,High,1
2025-02-08,Kaduna,Igabi,10.70533669126451,7.584973355740643,68,School,Evening,High,1
2021-03-02,Katsina,Kankara,11.998157655105334,7.448495977926483,7,School,Afternoon,Low,1
2018-03-29,Kaduna,Igabi,10.8583685127361,7.677912691307628,19,Road,Evening,Medium,1
2024-04-29,Zamfara,Tsafe,11.933863848974047,6.972450461291844,1,Road,Morning,Low,1
2025-11-30,Kaduna,Chikun,10.50353345008401,7.425158698130329,2,Road,Evening,Low,1
2026-02-13,Kaduna,Chikun,10.455978532375186,7.517739709099218,20,Church,Evening,Medium,1
2019-06-16,Kaduna,Chikun,10.432326529187469,7.402753888252055,9,Road,Morning,Low,1
2021-02-15,Kaduna,Chikun,10.528320757438143,7.381201009585417,24,Road,Afternoon,Medium,1
2022-06-07,Zamfara,Zurmi,12.575711382433102,6.787515088073095,59,Church,Morning,High,1
2020-09-19,Oyo,Ibadan North,7.433487022011421,3.982856246667816,14,Village,Night,Medium,0
2024-04-17,Zamfara,Zurmi,12.538857274844936,6.759092848299536,25,Road,Evening,Medium,1
2024-06-18,Kaduna,Igabi,10.845151263338888,7.687571268723237,4,Village,Evening,Low,1
2023-03-31,Zamfara,Tsafe,11.878520350701184,6.947593182765475,70,Road,Evening,High,1
2020-04-16,Oyo,Ibadan North,7.3865509669827105,3.8010892285168754,17,Village,Evening,Medium,0
2020-03-19,Kaduna,Chikun,10.532801486715693,7.479134549197275,76,Church,Afternoon,High,1
